Judul,Link,Link_PDF,Status,Keterangan_Status,Tipe Dokumen,Tahun Terbit,Nomor Peraturan,Bidang Hukum,Tempat Penetapan,Tanggal Penetapan / Pengundangan,Singkatan Jenis / Bentuk Peraturan,Sumber,Bahasa,Nama Pengarang,Tipe Pengarang,Jenis Pengarang,Kata Kunci,Tipe Kata Kunci,Jenis Kata Kunci,Isi UU
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 151.K/MB.01/MEM.B/2024 tentang Dokumen Pengelolaan Wilayah Pertambangan Rakyat Pada Provinsi Jambi,https://jdih.esdm.go.id/index.php/web/result/2461/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 151_K_MB_01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,151.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-06-26,KEPMEN,LL KESDM 2024 : 4 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Dokumen Pengelolaan Wilayah Pertambangan Rakyat Pada Provinsi Jambi
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 148.K/MB.01/MEM.B/2024 tentang Dokumen Pengelolaan Wilayah Pertambangan Rakyat Pada Provinsi Maluku,https://jdih.esdm.go.id/index.php/web/result/2460/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 148_K_MB_01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,148.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-06-26,KEPMEN,LL KESDM 2024 : 4 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Dokumen Pengelolaan Wilayah Pertambangan Rakyat Pada Provinsi Maluku
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 177.K/MB.01/MEM.B/2024 tentang Perubahan atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 375.K/MB.01/MEM.B/2024 tentang Pedoman Permohonan, Evaluasi, dan Pemrosesan Perluasan Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan  Khusus Dalam Rangka Konservasi MIneral dan Batubara",https://jdih.esdm.go.id/index.php/web/result/2459/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 177_K_MB_01_MEM_B_2024.pdf,Mengubah;,"Mengubah Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 375.K/MB.01/MEM.B/2023 tentang Pedoman Permohonan Evaluasi, dan Pemrosesan Perluasan Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus Dalam Rangka Konservasi Mineral dan Batubara",Peraturan Perundang-undangan,2024,177.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-07-25,KEPMEN,LL KESDM 2024 : 8 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,"Perubahan atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 375.K/MB.01/MEM.B/2024 tentang Pedoman Permohonan, Evaluasi, dan Pemrosesan Perluasan Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan  Khusus Dalam Rangka Konservasi MIneral dan Batubara"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 174.K/MB.01/MEM.B/2024 tentang Pedoman Penyelenggaraan Izin Pertambangan Rakyat,https://jdih.esdm.go.id/index.php/web/result/2458/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 174K_MB01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,174.K/MB.01/MEM.B/2024,Himpunan Peraturan,JAKARTA,2024-07-25,KEPMEN,LL KESDM 2024 : 6 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Pedoman Penyelenggaraan Izin Pertambangan Rakyat
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 166.K/MB.03/MEM.B/2024 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juli 2024,https://jdih.esdm.go.id/index.php/web/result/2457/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM Nomor 166_K_MB_03_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,166.K/MB.03/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-07-19,KEPMEN,LL KESDM 2023 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan Juli, Tahun 2024",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juli 2024
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 7 Tahun 2024 Tentang Tarif Tenaga Listrik Yang Disediakan Oleh PT. Perusahaan Listrik Negara (Persero),https://jdih.esdm.go.id/index.php/web/result/2456/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM Nomor 7 Tahun 2024.pdf,Mencabut;,Mencabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 28 Tahun 2016 tentang Tarif Tenaga Listrik Yang Disediakan Oleh PT Perusahaan Listrik Negara (Persero),Peraturan Perundang-undangan,2024,7 Tahun 2024,Ketenagalistrikan,JAKARTA,2024-06-10,PERMEN ESDM,BN 2024 (315) : 10 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Tarif Tenaga Listrik, Disediakan, PT Perusahaan Listrik Negara (Persero), PT PLN (Persero)",Topik,Primary,Tarif Tenaga Listrik Yang Disediakan Oleh PT. Perusahaan Listrik Negara (Persero)
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 133.K/HK.02/MEM.S/2024 tentang Manajemen Kinerja Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/2455/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 133K_HK02_MEM_S_2024.pdf,,,Peraturan Perundang-undangan,2024,133.K/HK.02/MEM.S/2024,Umum,JAKARTA,2024-06-19,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Manajemen, Kinerja, Kementerian, Energi dan Sumber Daya Mineral",Topik,Primary,Manajemen Kinerja Di Lingkungan Kementerian Energi dan Sumber Daya Mineral
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 142.K/OT.01/MEM.S/2024 tentang Pedoman Penyelenggaraan Pelayanan Umum Yang Dilaksanakan Oleh Badan Layanan Umum Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/2454/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 142K_OT01_MEM_S_2024.pdf,Mencabut;,Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 79 K/08/MEM/2019 tentang Pedoman Tata Kelola Badan Layanan Umum Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,Peraturan Perundang-undangan,2024,142.K/OT.01/MEM.S/2024,Umum,JAKARTA,2024-06-24,KEPMEN ESDM,LL KESDM 2024 : 4 HLM,-,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Pelayanan Umum, Pedoman, Penyelenggraan, Badan Layanan Umum, BLU, Kementerian, Energi dan Sumber Daya Mineral",Topik,Primary,Pedoman Penyelenggaraan Pelayanan Umum Yang Dilaksanakan Oleh Badan Layanan Umum Di Lingkungan Kementerian Energi dan Sumber Daya Mineral
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 132.K/GL.01/MEM.G/2024 tentang Neraca Sumber Daya dan Cadangan MIneral dan Batubara Nasional Pada Tahun 2023,https://jdih.esdm.go.id/index.php/web/result/2453/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 132K_GL01_MEM_G_2024.pdf,,,Peraturan Perundang-undangan,2024,132.K/GL.01/MEM.G/2024,Mineral dan Batubara,JAKARTA,2024-06-19,KEPMEN ESDM,LL KESDM 20210 : 4 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Neraca, Sumber Daya, Mineral dan Batubara, Cadangan, Batubara Nasional, Tahun 2023",Topik,Primary,Neraca Sumber Daya dan Cadangan MIneral dan Batubara Nasional Pada Tahun 2023
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 131.K/MB.01/MEM.B/2024 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juni 2024,https://jdih.esdm.go.id/index.php/web/result/2452/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 131K_MB01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,131.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-06-19,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan Juni, Tahun 2024",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juni 2024
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 9.K/MG.01/MEM.M/2024 tentang Pedoman Percepatan Pengusahaan Minyak dan Gas Bumi Non Konvensional,https://jdih.esdm.go.id/index.php/web/result/2451/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 9K_MG_01_MEM_M_2024.pdf,,,Peraturan Perundang-undangan,2024,9.K/MG.01/MEM.M/2024,Minyak dan Gas Bumi,JAKARTA,2024-01-15,KEPMEN ESDM,LL KESDM 2024 : 4 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Minyak dan Gas Bumi, Non Konvensional, Pedoman, Percepatan, Pengusahaan",Topik,Primary,Pedoman Percepatan Pengusahaan Minyak dan Gas Bumi Non Konvensional
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 87.K/GL.01/MEM.G/2024 tentang Penetapan Kawasan Bentang Alam Karst Maros,https://jdih.esdm.go.id/index.php/web/result/2450/detail,https://jdih.esdm.go.id/storage/document/Keputusan Menteri ESDM Nomor 87K_GL01_MEMG_2024.pdf,,,Peraturan Perundang-undangan,2024,87.K/GL.01/MEM.G/2024,Geologi,JAKARTA,2024-04-19,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Karts, Kawasan, Bentang Alam, Maros, penetapan",Topik,Primary,Penetapan Kawasan Bentang Alam Karst Maros
Peraturan Pemerintah Republik Indonesia Nomor 96 Tahun 2021 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara,https://jdih.esdm.go.id/index.php/web/result/2449/detail,https://jdih.esdm.go.id/storage/document/PP Nomor 96 Tahun 2021 (5).pdf,Diubah;,Diubah Peraturan Pemerintah Republik Indonesia Nomor 25 Tahun 2024 tentang Perubahan atas Peraturan Pemerintah Nomor 96 Tahun 2021 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara,Peraturan Perundang-undangan,2021,96 Tahun 2021,Mineral dan Batubara,JAKARTA,2021-09-09,PERPRES,LL LN 2021 (208) : 110 HLM,Indonesia,Indonesia.Presiden,Badan Organisasi,Pengarang Utama,"Mineral dan Batubara, Pertambangan, Kegiatan Usaha, Pelaksanaan",Topik,Primary,Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara
Peraturan Pemerintah Republik Indonesia Nomor 25 Tahun 2024 tentang Perubahan atas Peraturan Pemerintah Nomor 96 Tahun 2021 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara,https://jdih.esdm.go.id/index.php/web/result/2447/detail,https://jdih.esdm.go.id/storage/document/PP Nomor 25 Tahun 2024.pdf,Mengubah;,Mengubah Peraturan Pemerintah Republik Indonesia Nomor 96 Tahun 2021 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara,Peraturan Perundang-undangan,2024,25 Tahun 2024,Mineral dan Batubara,JAKARTA,2024-05-30,PERPRES,LL LN RI 2024 (89) : 25 HLM,Indonesia,Indonesia.Presiden,Badan Organisasi,Pengarang Utama,"Mineral dan Batubara, Kegiatan Usaha, Pertambangan, Pelaksanaan",Topik,Primary,Perubahan atas Peraturan Pemerintah Nomor 96 Tahun 2021 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 6 Tahun 2024 Tentang Penyelesaian Pembangunan Fasilitas Pemurnian Mineral Logam di Dalam Negeri,https://jdih.esdm.go.id/index.php/web/result/2446/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM No 6 Th 2024.pdf,Mencabut;,Mencabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 7 Tahun 2023 tentang Kelanjutan Pembangunan Fasilitas Pemurnian Mineral Logam Di Dalam Negeri,Peraturan Perundang-undangan,2024,6 Tahun 2024,Mineral dan Batubara,JAKARTA,2024-05-29,PERMEN ESDM,BN 2024 (315) : 8 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Penyelesaian Pembangunan Fasilitas Pemurnian Mineral Logam di Dalam Negeri
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 5 Tahun 2024 Tentang Pedoman Penetapan Nilai Perolehan Air Tanah,https://jdih.esdm.go.id/index.php/web/result/2445/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM No 5 Thn 2024.pdf,Mencabut;,Mencabut Peraturan Menteri ESDM No. 20 Tahun 2017 Tentang Penatapan Nilai Perolehan Air Tanah,Peraturan Perundang-undangan,2024,5 Tahun 2024,Mineral dan Batubara,JAKARTA,2024-05-07,PERMEN ESDM,BN 2024 (273) : 8 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Pedoman Penetapan Nilai Perolehan Air Tanah
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 4 Tahun 2024 Tentang Pencabuta Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 20 Tahun 2016 tentang Tugas Belajar Pegawai Negeri Sipil di Lingkungan Kementerian Energi dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/2444/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM No 4 Thn 2024.pdf,Mencabut;,Mencabut Peraturan Menteri ESDM No. 20 Tahun 2016 Tentang Tugas Belajar Pegawai Negeri Sipil Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,Peraturan Perundang-undangan,2024,4 Tahun 2024,Umum,JAKARTA,2024-03-15,PERMEN ESDM,BN 2024 (161) : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Pencabuta Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 20 Tahun 2016 tentang Tugas Belajar Pegawai Negeri Sipil di Lingkungan Kementerian Energi dan Sumber Daya Mineral
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 111.K/MB.01/MEM.B/2024 tentang Pedomaan Permohonan, Evaluasi dan Persetujuan Pembukaan Kembali Area Yang Telah Direklamasi Pada Kegiatan Usaha Pertambangan dan Batubara",https://jdih.esdm.go.id/index.php/web/result/2443/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 111_k_mb01_memb_2024.pdf,Mencabut;,Mencabut Sebagian Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 1827 K/30/MEM/2018 tentang Pedoman Pelaksanaan Kaidah Teknik Pertambangan yang Baik. Catatan : Mencabut Ketentuan mengenai pembukaan kembali area yang telah direklamasi sebagaimana diatur dalam Lampiran VI huruf D angka 4 huruf b angka 2) huruf g) Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 1827 K/MEM/2018,Peraturan Perundang-undangan,2024,111.K/MB.01/MEM.B/2024,Himpunan Peraturan,JAKARTA,2024-05-21,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Permohonan, Evaluasi, Persetujuan, Pedoman, Pembukaan Kembali, Area, Reklamasi, Kegiatan Usaha Pertambangan Mineral dan Batubara",Topik,Primary,"Pedomaan Permohonan, Evaluasi dan Persetujuan Pembukaan Kembali Area Yang Telah Direklamasi Pada Kegiatan Usaha Pertambangan dan Batubara"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 112.K/MB.01/MEM.B/2024 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Mei 2024,https://jdih.esdm.go.id/index.php/web/result/2442/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 112K_MB_01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,112.K/MB.01/MEM.B/2024,Himpunan Peraturan,JAKARTA,2024-05-21,-,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Mineral, Batubara, Bulan Mei, Tahun 2024",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Mei 2024
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 86.K/MG.01/MEM.M/2024 tentang Optimalisasi Gas dari Kontraktor Kontrak Kerja Sama Bumi dalam Pemanfaatan Bahan Bakar Gas untuk Tranposrtasi Jalan Tahun 2024 yang tidak Termanfaatkan dan Penetapan Harga Gas Bumi Dalam Rangka Perluasan Pemanfaatan Bagi Sektor Industri, Rumah Tangga, dan/atau Pelanggan Kecil",https://jdih.esdm.go.id/index.php/web/result/2441/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 86k_mg01_mem_m_2024.pdf,,,Peraturan Perundang-undangan,2024,86.K/MG.01/MEM.M/2024,Minyak dan Gas Bumi,JAKARTA,2024-04-19,KEPMEN ESDM,LL KESDM 2024 : 6 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Gas Bumi, Alokasi, Optimalisasi, Kontraktor Kontrak Kerja Sama (KKKS), Bahan Bakar Gas, BBG, Pemanfaaran Bahan Bakar Gas (BBG), Transportasi Jalan, Tahun 2024, Penetapan Harga Gas, Perluasan Pemanfaatan, Sektor Industri, Rumah Tangga, Pelanggan Kecil",Topik,Primary,"Optimalisasi Gas dari Kontraktor Kontrak Kerja Sama Bumi dalam Pemanfaatan Bahan Bakar Gas untuk Tranposrtasi Jalan Tahun 2024 yang tidak Termanfaatkan dan Penetapan Harga Gas Bumi Dalam Rangka Perluasan Pemanfaatan Bagi Sektor Industri, Rumah Tangga, dan/atau Pelanggan Kecil"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 88.K/MB.01/MEM.B/2024 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan April 2024,https://jdih.esdm.go.id/index.php/web/result/2440/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 88K_MB_01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,88.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-04-22,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Mineral, Batubara, Bulan April, Tahun 2024",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan April 2024
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 84.K/MB.01/MEM.B/2024 tentang Perubahan atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 373.K/MB.01/MEM.B/2023 tentang Pedoman Pelaksanaan Penyusunan, Evaluasi, dan Persetujuan Rencana Kerja dan Anggaran Biaya Pada Kegiatan Usaha Pertambangan Mineral dan Batubara",https://jdih.esdm.go.id/index.php/web/result/2439/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 84k_MB01_MEMB_2024.pdf,Mengubah;,"Mengubah Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 373.K/MB.01/MEM.B/2023 tentang Pedoman Pelaksanaan Penyusunan, Evaluasi, dan Persetujuan Rencana Kerja dan Anggaran Biaya Pada Kegiatan Usaha Pertambangan Mineral dan Batubara",Peraturan Perundang-undangan,2024,84.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-04-05,KEPMEN ESDM,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Rencana Kerja, Anggaran Biaya, Rencana Kerja dan Anggaran Biaya (RKAB), Pedoman, Pelaksanaan, Penyusunan, Evaluasi, Persetujuan, Kegiatan Usaha Pertambangan Mineral dan Batubara",Topik,Primary,"Perubahan atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 373.K/MB.01/MEM.B/2023 tentang Pedoman Pelaksanaan Penyusunan, Evaluasi, dan Persetujuan Rencana Kerja dan Anggaran Biaya Pada Kegiatan Usaha Pertambangan Mineral dan Batubara"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 69.K/MB.01/MEM.B/2024 tentang Penetapan Jenis Komoditas Yang Tergolong Dalam Klasifikasi Mineral Strategis,https://jdih.esdm.go.id/index.php/web/result/2438/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 69K_MB_01_MEM_B_2024.pdf,,,Peraturan Perundang-undangan,2024,69.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-04-01,KEPMEN,LL KESDM 2024 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral, Klasifikasi, Strategis, Jenis Komoditas, Tergolong, penetapan",Topik,Primary,Penetapan Jenis Komoditas Yang Tergolong Dalam Klasifikasi Mineral Strategis
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 54.K/MB.01/MEM.B/2024 tentang Pedoman Pelaksanaan Penugasan Penyelidikan dan Penelitian untuk Penyiapan Wilayah Pertambangan, Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus",https://jdih.esdm.go.id/index.php/web/result/2437/detail,https://jdih.esdm.go.id/storage/document/Salinan Kepmen ESDM ttg Penyelidikan 54 2024.pdf,,,Peraturan Perundang-undangan,2024,54.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-03-18,KEPMEN,LL KESDM 2024 : 6 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Penyelidikan, Penelitian, Pedoman, Pelaksanaan Penugasan, Penyiapan, Wilayah Pertambangan, Wilayah Izin Usaha Pertambangan (WIUP), Wilayah Izin Usaha Pertambangan Khusus (WIUPK)",Topik,Primary,"Pedoman Pelaksanaan Penugasan Penyelidikan dan Penelitian untuk Penyiapan Wilayah Pertambangan, Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus"
(Terjemahan) Regulation of the President of the Republic of Indonesia Number 79 of 2023 on Amandement to Presidential Regulation Number 55 of 2019 on Acceleration of Battery Vehicles Program for Road Transportation,https://jdih.esdm.go.id/index.php/web/result/2436/detail,https://jdih.esdm.go.id/storage/document/Terjemahan Perpres No 79 Tahun 2023.pdf,Mengubah;,Mengubah Peraturan Presiden Republik Indonesia Nomor 55 Tahun 2019 tentang Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai (Battery Electric Vehicle) Untuk Transportasi Jalan,Peraturan Perundang-undangan,2023,,Energi Baru Terbarukan dan Konservasi Energi,JAKARTA,2023-12-08,PERPRES,LL LN 2023 (154) : 15 HLM,Inggris,Indonesia.Presiden,Badan Organisasi,Pengarang Utama,"Battery Electric Vehicles, Program, Acceleration, Road Transportation",Topik,Primary,
Peraturan Presiden Republik Indonesia Nomor 79 Tahun 2023 tentang Perubahan atas Peraturan Presiden Republik Indonesia Nomor 55 Tahun 2019 tentang Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai (Battery Electric Vehicle) Untuk Transportasi Jalan,https://jdih.esdm.go.id/index.php/web/result/2435/detail,https://jdih.esdm.go.id/storage/document/Perpres Nomor 79 Tahun 2023.pdf,Mengubah;,Mengubah Peraturan Presiden Republik Indonesia Nomor 55 Tahun 2019 tentang Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai (Battery Electric Vehicle) Untuk Transportasi Jalan,Peraturan Perundang-undangan,2023,79 Tahun 2023,Energi Baru Terbarukan dan Konservasi Energi,JAKARTA,2023-12-08,PERPRES,LL LN 2023 (154) : 15 HLM,Indonesia,Indonesia.Presiden,Badan Organisasi,Pengarang Utama,"Kendaraan Bermotor Listrik Berbasi Baterai (KBL), Program, Percepatan, Transportasi Jalan, Perubahan",Topik,Primary,Perubahan atas Peraturan Presiden Republik Indonesia Nomor 55 Tahun 2019 tentang Percepatan Program Kendaraan Bermotor Listrik Berbasis Baterai (Battery Electric Vehicle) Untuk Transportasi Jalan
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 61.K/MB.01/MEM.B/2024 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Maret 2024,https://jdih.esdm.go.id/index.php/web/result/2434/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM 61 K.pdf,,,Peraturan Perundang-undangan,2024,61.K/MB.01/MEM.B/2024,Mineral dan Batubara,JAKARTA,2024-03-20,KEPMEN,LL KESDM 2024 : 3 HLM,-,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Mineral, Batubara, Bulan Maret, Tahun 2024",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Maret 2024
